#queryIndex	queryItem	stringId	identity	bitscore	preferredName	annotation
1028	fig|6666666.1036479.peg.997	1041826.FCOL_07765	79.7	713.0	AEW86370.1	Hypothetical protein.
1029	fig|6666666.1036479.peg.998	1041826.FCOL_07770	84.6	748.4	AEW86371.1	Hypothetical protein.
1030	fig|6666666.1036479.peg.999	1041826.FCOL_07775	94.4	611.7	purC	COG0152 Phosphoribosylaminoimidazolesuccinocarboxamide (SAICAR) synthase; Belongs to the SAICAR synthetase family.
1031	fig|6666666.1036479.peg.1000	1041826.FCOL_07780	96.2	769.2	AEW86373.1	Nitric oxide dioxygenase; COG1017 Hemoglobin-like flavoprotein; Belongs to the globin family.
1032	fig|6666666.1036479.peg.1003	1041826.FCOL_07795	97.4	1228.0	AEW86376.1	Hypothetical protein.
1033	fig|6666666.1036479.peg.1004	1041826.FCOL_07800	97.8	619.4	AEW86377.1	COG1702 Phosphate starvation-inducible protein PhoH, predicted ATPase.
1034	fig|6666666.1036479.peg.1005	1041826.FCOL_07805	96.0	538.9	AEW86378.1	Hypothetical protein.
1035	fig|6666666.1036479.peg.1007	1041826.FCOL_07815	91.4	434.1	AEW86380.1	Gliding motility protein GldF; COG1277 ABC-type transport system involved in multi-copper enzyme maturation, permease component.
1036	fig|6666666.1036479.peg.1008	1041826.FCOL_07820	91.5	1031.6	AEW86381.1	Gliding motility protein GldG; COG3225 ABC-type uncharacterized transport system involved in gliding motility, auxiliary component.
1037	fig|6666666.1036479.peg.1009	1041826.FCOL_07825	98.7	706.1	AEW86382.1	DNA polymerase III subunit beta; Confers DNA tethering and processivity to DNA polymerases and other proteins. Acts as a clamp, forming a ring around DNA (a reaction catalyzed by the clamp-loading complex) which diffuses in an ATP- independent manner freely and bidirectionally along dsDNA. Initially characterized for its ability to contact the catalytic subunit of DNA polymerase III (Pol III), a complex, multichain enzyme responsible for most of the replicative synthesis in bacteria; Pol III exhibits 3'-5' exonuclease proofreading activity. The beta chain is required for initiation of  [...] 
1038	fig|6666666.1036479.peg.1010	1041826.FCOL_07830	100.0	858.6	AEW86383.1	COG0513 Superfamily II DNA and RNA helicases.
1039	fig|6666666.1036479.peg.1011	1041826.FCOL_07835	79.0	1071.6	AEW86384.1	Integral membrane sensor hybrid histidine kinase; COG0642 Signal transduction histidine kinase.
1040	fig|6666666.1036479.peg.1013	1041826.FCOL_07845	85.5	1063.5	AEW86386.1	Hypothetical protein.
1041	fig|6666666.1036479.peg.1014	1041826.FCOL_07850	88.5	731.5	AEW86387.1	COG0044 Dihydroorotase and related cyclic amidohydrolases.
1042	fig|6666666.1036479.peg.1016	1041826.FCOL_07860	91.2	422.9	AEW86389.1	Esterase; COG0400 Predicted esterase.
1043	fig|6666666.1036479.peg.1017	1041826.FCOL_07865	79.7	468.4	AEW86390.1	Hypothetical protein; COG0545 FKBP-type peptidyl-prolyl cis-trans isomerases 1.
1044	fig|6666666.1036479.peg.1022	1041826.FCOL_12715	93.7	614.4	AEW87338.1	Hypothetical protein.
1045	fig|6666666.1036479.peg.1023	1041826.FCOL_12710	89.8	520.0	AEW87337.1	Hypothetical protein; COG3757 Lyzozyme M1 (1,4-beta-N-acetylmuramidase).
1046	fig|6666666.1036479.peg.1024	1041826.FCOL_12705	91.8	414.5	AEW87336.1	CDP-alcohol phosphatidyltransferase; COG1183 Phosphatidylserine synthase; Belongs to the CDP-alcohol phosphatidyltransferase class-I family.
1047	fig|6666666.1036479.peg.1025	1041826.FCOL_12700	93.3	683.3	AEW87335.1	Hypothetical protein.
1048	fig|6666666.1036479.peg.1026	1041826.FCOL_12695	84.4	538.5	AEW87334.1	Hypothetical protein.
1049	fig|6666666.1036479.peg.1027	1041826.FCOL_12690	95.9	874.4	AEW87333.1	COG2148 Sugar transferases involved in lipopolysaccharide synthesis.
1050	fig|6666666.1036479.peg.1028	1041826.FCOL_12685	87.4	529.6	AEW87332.1	Glycosyl transferase, group 1 family protein; COG0438 Glycosyltransferase.
1051	fig|6666666.1036479.peg.1029	1041826.FCOL_12680	96.0	823.9	AEW87331.1	Hypothetical protein.
1052	fig|6666666.1036479.peg.1030	1041826.FCOL_12675	99.2	529.6	AEW87330.1	Glycosyl transferase, group 1 family protein; COG0438 Glycosyltransferase.
1053	fig|6666666.1036479.peg.1032	1041826.FCOL_12670	97.9	677.2	AEW87329.1	Hypothetical protein.
1054	fig|6666666.1036479.peg.1033	1041826.FCOL_12665	97.3	755.0	AEW87328.1	Glycosyl transferase, group 1 family protein; COG0438 Glycosyltransferase.
1055	fig|6666666.1036479.peg.1034	1041826.FCOL_12660	97.3	673.7	AEW87327.1	COG0463 Glycosyltransferases involved in cell wall biogenesis.
1056	fig|6666666.1036479.peg.1035	1041826.FCOL_12655	53.7	472.2	AEW87326.1	COG0463 Glycosyltransferases involved in cell wall biogenesis.
1057	fig|6666666.1036479.peg.1037	1041826.FCOL_12650	94.5	733.8	AEW87325.1	COG0438 Glycosyltransferase.
1058	fig|6666666.1036479.peg.1038	1041826.FCOL_12645	97.3	559.3	AEW87324.1	Hypothetical protein.
1059	fig|6666666.1036479.peg.1039	1041826.FCOL_12640	98.3	943.0	AEW87323.1	Hypothetical protein.
1060	fig|6666666.1036479.peg.1040	1041826.FCOL_12635	98.6	592.8	AEW87322.1	COG2089 Sialic acid synthase.
1065	fig|6666666.1036479.peg.1045	1041826.FCOL_12615	89.0	533.9	AEW87320.1	COG1216 Predicted glycosyltransferases.
1066	fig|6666666.1036479.peg.1046	1041826.FCOL_12610	99.0	780.0	AEW87319.1	COG0438 Glycosyltransferase.
1067	fig|6666666.1036479.peg.1047	1041826.FCOL_12605	64.2	494.6	AEW87318.1	COG0438 Glycosyltransferase.
1068	fig|6666666.1036479.peg.1048	1041826.FCOL_12600	93.1	438.3	AEW87317.1	Hypothetical protein.
1069	fig|6666666.1036479.peg.1049	1041826.FCOL_12595	99.1	694.9	AEW87316.1	Hypothetical protein; COG0463 Glycosyltransferases involved in cell wall biogenesis.
1070	fig|6666666.1036479.peg.1050	1041826.FCOL_12590	99.0	615.5	AEW87315.1	Udp-glucose 4-epimerase; COG0451 Nucleoside-diphosphate-sugar epimerases.
1071	fig|6666666.1036479.peg.1051	1041826.FCOL_12585	99.5	739.6	AEW87314.1	COG0381 UDP-N-acetylglucosamine 2-epimerase; Belongs to the UDP-N-acetylglucosamine 2-epimerase family.
1072	fig|6666666.1036479.peg.1052	1041826.FCOL_12580	95.9	581.3	AEW87313.1	Glycosyl/glycerophosphate transferase.
1073	fig|6666666.1036479.peg.1053	1041826.FCOL_12575	91.6	787.3	AEW87312.1	Teichoic-acid-transporting ATPase; COG1134 ABC-type polysaccharide/polyol phosphate transport system, ATPase component.
1074	fig|6666666.1036479.peg.1054	1041826.FCOL_12570	88.9	487.6	AEW87311.1	ABC-2 type transporter; COG1682 ABC-type polysaccharide/polyol phosphate export systems, permease component.
1075	fig|6666666.1036479.peg.1055	1041826.FCOL_12565	92.2	461.8	AEW87310.1	COG4464 Capsular polysaccharide biosynthesis protein.
1076	fig|6666666.1036479.peg.1056	1041826.FCOL_12560	98.0	743.8	AEW87309.1	Acyltransferase; COG1835 Predicted acyltransferases.
1077	fig|6666666.1036479.peg.1057	1041826.FCOL_12765	96.2	1397.5	AEW87348.1	COG0514 Superfamily II DNA helicase.
1078	fig|6666666.1036479.peg.1058	1041826.FCOL_12760	96.9	601.3	AEW87347.1	KpsF/GutQ family protein; COG0794 Predicted sugar phosphate isomerase involved in capsule formation; Belongs to the SIS family. GutQ/KpsF subfamily.
1079	fig|6666666.1036479.peg.1059	1041826.FCOL_12755	98.9	511.9	tatC	Sec-independent protein translocase protein TatC; Part of the twin-arginine translocation (Tat) system that transports large folded proteins containing a characteristic twin- arginine motif in their signal peptide across membranes.
1080	fig|6666666.1036479.peg.1061	1041826.FCOL_12745	99.6	478.8	AEW87344.1	ABC transporter ATPase; COG1137 ABC-type (unclassified) transport system, ATPase component.
1081	fig|6666666.1036479.peg.1062	1041826.FCOL_12740	96.6	613.2	AEW87343.1	ApbE family lipoprotein; Flavin transferase that catalyzes the transfer of the FMN moiety of FAD and its covalent binding to the hydroxyl group of a threonine residue in a target flavoprotein.
1082	fig|6666666.1036479.peg.1063	1041826.FCOL_12735	93.8	1317.8	AEW87342.1	Flavodoxin/nitric oxide synthase; COG3182 Uncharacterized iron-regulated membrane protein.
1083	fig|6666666.1036479.peg.1065	1041826.FCOL_12725	98.4	816.6	AEW87340.1	Ankyrin; COG0666 FOG: Ankyrin repeat.
1084	fig|6666666.1036479.peg.1066	1041826.FCOL_12720	97.6	1510.0	AEW87339.1	TonB-dependent outer membrane ferrichrome-iron receptor precursor FhuA; COG1629 Outer membrane receptor proteins, mostly Fe transport.
1085	fig|6666666.1036479.peg.1067	1041826.FCOL_12535	90.1	1344.7	AEW87306.1	COG3206 Uncharacterized protein involved in exopolysaccharide biosynthesis.
1086	fig|6666666.1036479.peg.1068	1041826.FCOL_12530	95.0	483.8	AEW87305.1	Polysaccharide exporter precursor; COG1596 Periplasmic protein involved in polysaccharide export.
1087	fig|6666666.1036479.peg.1069	1041826.FCOL_12525	94.5	1192.9	AEW87304.1	WbpM protein involved in UDP-D-Qui2NAc biosynthesis (A nucleotide sugar for antigen-O biosynthesis); COG1086 Predicted nucleoside-diphosphate sugar epimerases.
1088	fig|6666666.1036479.peg.1070	1041826.FCOL_12520	63.2	462.2	AEW87303.1	Aminotransferase; COG0399 Predicted pyridoxal phosphate-dependent enzyme apparently involved in regulation of cell wall biogenesis; Belongs to the DegT/DnrJ/EryC1 family.
1090	fig|6666666.1036479.peg.1072	1041826.FCOL_12690	37.1	126.3	AEW87333.1	COG2148 Sugar transferases involved in lipopolysaccharide synthesis.
1093	fig|6666666.1036479.peg.1075	1041826.FCOL_06840	32.7	163.7	asnB	Asparagine synthetase B; COG0367 Asparagine synthase (glutamine-hydrolyzing).
1095	fig|6666666.1036479.peg.1078	1041826.FCOL_01225	27.8	89.0	AEW85094.1	Glycosyl transferase, group 2 family protein; COG0463 Glycosyltransferases involved in cell wall biogenesis.
1100	fig|6666666.1036479.peg.1083	1041826.FCOL_03655	96.2	559.7	AEW85571.1	Glucose-1-phosphate thymidylyltransferase; Catalyzes the formation of dTDP-glucose, from dTTP and glucose 1-phosphate, as well as its pyrophosphorolysis. Belongs to the glucose-1-phosphate thymidylyltransferase family.
1101	fig|6666666.1036479.peg.1084	1041826.FCOL_03650	94.2	692.6	AEW85570.1	COG1088 dTDP-D-glucose 4,6-dehydratase; Belongs to the NAD(P)-dependent epimerase/dehydratase family. dTDP-glucose dehydratase subfamily.
1102	fig|6666666.1036479.peg.1085	1041826.FCOL_03645	90.5	831.6	AEW85569.1	COG1004 Predicted UDP-glucose 6-dehydrogenase; Belongs to the UDP-glucose/GDP-mannose dehydrogenase family.
1103	fig|6666666.1036479.peg.1086	1041826.FCOL_03640	86.8	745.0	AEW85568.1	COG0677 UDP-N-acetyl-D-mannosaminuronate dehydrogenase; Belongs to the UDP-glucose/GDP-mannose dehydrogenase family.
1104	fig|6666666.1036479.peg.1087	1041826.FCOL_03635	89.5	597.4	AEW85567.1	UDP-N-acetylglucosamine C4 epimerase; COG0451 Nucleoside-diphosphate-sugar epimerases.
1105	fig|6666666.1036479.peg.1088	1041826.FCOL_03630	84.6	1315.4	AEW85566.1	COG3206 Uncharacterized protein involved in exopolysaccharide biosynthesis.
1106	fig|6666666.1036479.peg.1089	1041826.FCOL_03625	83.9	433.7	AEW85565.1	Polysaccharide exporter; COG1596 Periplasmic protein involved in polysaccharide export.
1107	fig|6666666.1036479.peg.1090	1041826.FCOL_03620	93.2	382.9	recR	Recombination protein RecR; May play a role in DNA repair. It seems to be involved in an RecBC-independent recombinational process of DNA repair. It may act with RecF and RecO.
1108	fig|6666666.1036479.peg.1093	1041826.FCOL_03610	95.2	885.9	AEW85562.1	COG0591 Na+/proline symporter; Belongs to the sodium:solute symporter (SSF) (TC 2.A.21) family.
1109	fig|6666666.1036479.peg.1095	1041826.FCOL_03595	98.1	382.9	AEW85559.1	Multiple antibiotic resistance (MarC)-like protein; COG2095 Multiple antibiotic transporter.
1110	fig|6666666.1036479.peg.1096	1041826.FCOL_03590	93.2	589.0	AEW85558.1	Pentein-type domain-containing protein; COG4874 Uncharacterized protein conserved in bacteria containing a pentein-type domain.
1111	fig|6666666.1036479.peg.1097	1041826.FCOL_03585	94.7	612.5	AEW85557.1	COG0010 Arginase/agmatinase/formimionoglutamate hydrolase, arginase family; Belongs to the arginase family.
1112	fig|6666666.1036479.peg.1098	1041826.FCOL_03580	98.1	850.5	AEW85556.1	COG0372 Citrate synthase; Belongs to the citrate synthase family.
1113	fig|6666666.1036479.peg.1101	1041826.FCOL_04680	64.4	519.6	AEW85767.1	Endonuclease V; COG1515 Deoxyinosine 3'endonuclease (endonuclease V).
1124	fig|6666666.1036479.peg.1127	1041826.FCOL_04675	90.6	1755.0	AEW85766.1	Hypothetical protein.
1125	fig|6666666.1036479.peg.1129	1041826.FCOL_10935	97.7	823.2	eno	Enolase; Catalyzes the reversible conversion of 2-phosphoglycerate into phosphoenolpyruvate. It is essential for the degradation of carbohydrates via glycolysis; Belongs to the enolase family.
1126	fig|6666666.1036479.peg.1130	1041826.FCOL_10940	94.3	725.3	carA	COG0505 Carbamoylphosphate synthase small subunit; Belongs to the CarA family.
1127	fig|6666666.1036479.peg.1132	1041826.FCOL_10950	100.0	645.6	rpoA	DNA-directed RNA polymerase subunit alpha; DNA-dependent RNA polymerase catalyzes the transcription of DNA into RNA using the four ribonucleoside triphosphates as substrates.
1128	fig|6666666.1036479.peg.1133	1041826.FCOL_10955	99.5	397.1	rpsD	30S ribosomal protein S4; One of the primary rRNA binding proteins, it binds directly to 16S rRNA where it nucleates assembly of the body of the 30S subunit.
1129	fig|6666666.1036479.peg.1137	1041826.FCOL_10980	99.6	854.7	secY	Preprotein translocase subunit SecY; The central subunit of the protein translocation channel SecYEG. Consists of two halves formed by TMs 1-5 and 6-10. These two domains form a lateral gate at the front which open onto the bilayer between TMs 2 and 7, and are clamped together by SecE at the back. The channel is closed by both a pore ring composed of hydrophobic SecY resides and a short helix (helix 2A) on the extracellular side of the membrane which forms a plug. The plug probably moves laterally to allow the channel to open. The ring and the pore may move independently.
1130	fig|6666666.1036479.peg.1151	1041826.FCOL_11050	99.2	468.4	rpsC	30S ribosomal protein S3; Binds the lower part of the 30S subunit head. Binds mRNA in the 70S ribosome, positioning it for translation; Belongs to the universal ribosomal protein uS3 family.
1131	fig|6666666.1036479.peg.1154	1041826.FCOL_11065	99.3	539.7	rplB	50S ribosomal protein L2; One of the primary rRNA binding proteins. Required for association of the 30S and 50S subunits to form the 70S ribosome, for tRNA binding and peptide bond formation. It has been suggested to have peptidyltransferase activity; this is somewhat controversial. Makes several contacts with the 16S rRNA in the 70S ribosome. Belongs to the universal ribosomal protein uL2 family.
1132	fig|6666666.1036479.peg.1156	1041826.FCOL_11075	98.6	388.3	rplD	50S ribosomal protein L4; Forms part of the polypeptide exit tunnel.
1133	fig|6666666.1036479.peg.1157	1041826.FCOL_11080	97.6	375.9	rplC	50S ribosomal protein L3; One of the primary rRNA binding proteins, it binds directly near the 3'-end of the 23S rRNA, where it nucleates assembly of the 50S subunit; Belongs to the universal ribosomal protein uL3 family.
1134	fig|6666666.1036479.peg.1159	1041826.FCOL_11090	99.2	1408.3	fusA	Elongation factor G; Catalyzes the GTP-dependent ribosomal translocation step during translation elongation. During this step, the ribosome changes from the pre-translocational (PRE) to the post-translocational (POST) state as the newly formed A-site-bound peptidyl-tRNA and P-site-bound deacylated tRNA move to the P and E sites, respectively. Catalyzes the coordinated movement of the two tRNA molecules, the mRNA and conformational changes in the ribosome; Belongs to the TRAFAC class translation factor GTPase superfamily. Classic translation factor GTPase family. EF-G/EF-2 subfamily.
1135	fig|6666666.1036479.peg.1162	1041826.FCOL_11105	64.8	699.5	AEW87024.1	Outer membrane protein precursor.
1136	fig|6666666.1036479.peg.1163	1041826.FCOL_11110	34.3	468.0	AEW87025.1	COG4206 Outer membrane cobalamin receptor protein.
1138	fig|6666666.1036479.peg.1165	1041826.FCOL_11120	97.6	472.2	AEW87027.1	tRNA/rRNA methyltransferase; COG0566 rRNA methylases; Belongs to the class IV-like SAM-binding methyltransferase superfamily. RNA methyltransferase TrmH family.
1139	fig|6666666.1036479.peg.1166	1041826.FCOL_11125	90.6	493.0	AEW87028.1	Rhomboid family protein; COG0705 Uncharacterized membrane protein (homolog of Drosophila rhomboid).
1140	fig|6666666.1036479.peg.1167	1041826.FCOL_11130	96.5	812.8	AEW87029.1	Recombination factor protein RarA; COG2256 ATPase related to the helicase subunit of the Holliday junction resolvase.
1141	fig|6666666.1036479.peg.1168	1041826.FCOL_11135	86.3	581.3	AEW87030.1	Peptidase C1A papain; COG4870 Cysteine protease.
1142	fig|6666666.1036479.peg.1169	1041826.FCOL_11140	90.4	506.5	AEW87031.1	Hypothetical protein.
1143	fig|6666666.1036479.peg.1170	1041826.FCOL_11145	86.1	405.6	AEW87032.1	Hypothetical protein.
1144	fig|6666666.1036479.peg.1171	1041826.FCOL_11150	75.5	367.1	AEW87033.1	COG1011 Predicted hydrolase (HAD superfamily).
1145	fig|6666666.1036479.peg.1173	1041826.FCOL_11160	83.9	657.5	AEW87035.1	Permease; COG0577 ABC-type antimicrobial peptide transport system, permease component.
1146	fig|6666666.1036479.peg.1174	1041826.FCOL_11165	82.8	334.3	AEW87036.1	Phosphonate-transporting ATPase; COG4181 Predicted ABC-type transport system involved in lysophospholipase L1 biosynthesis, ATPase component.
1147	fig|6666666.1036479.peg.1175	1041826.FCOL_11170	90.2	398.7	AEW87037.1	COG2003 DNA repair proteins; Belongs to the UPF0758 family.
1148	fig|6666666.1036479.peg.1176	1041826.FCOL_11175	96.3	1321.2	AEW87038.1	Tonb-dependent siderophore receptor; COG1629 Outer membrane receptor proteins, mostly Fe transport.
1149	fig|6666666.1036479.peg.1184	1041826.FCOL_11195	96.3	994.6	AEW87042.1	Putative L-2,4-diaminobutyrate decarboxylase; COG0076 Glutamate decarboxylase and related PLP-dependent proteins.
1150	fig|6666666.1036479.peg.1185	1041826.FCOL_11200	94.5	865.5	AEW87043.1	Siderophore biosynthetic enzyme; COG3486 Lysine/ornithine N-monooxygenase.
1151	fig|6666666.1036479.peg.1186	1041826.FCOL_11205	84.9	577.0	AEW87044.1	COG3503 Predicted membrane protein.
1152	fig|6666666.1036479.peg.1187	1041826.FCOL_11210	92.8	1543.9	AEW87045.1	IucA/IucC family protein; COG1670 Acetyltransferases, including N-acetylases of ribosomal proteins.
1153	fig|6666666.1036479.peg.1188	1041826.FCOL_11215	90.4	382.1	AEW87046.1	Siderophore biosynthetic enzyme; COG1670 Acetyltransferases, including N-acetylases of ribosomal proteins.
1154	fig|6666666.1036479.peg.1189	1041826.FCOL_11220	89.9	1117.4	AEW87047.1	IucA/IucC family protein; COG4264 Siderophore synthetase component.
1155	fig|6666666.1036479.peg.1190	1041826.FCOL_11225	90.7	809.3	AEW87048.1	MATE efflux family protein; COG0534 Na+-driven multidrug efflux pump.
1156	fig|6666666.1036479.peg.1191	1041826.FCOL_11230	96.2	883.2	AEW87049.1	Cytoplasmic peptidoglycan synthetase domain-containing protein; COG0773 UDP-N-acetylmuramate-alanine ligase.
1157	fig|6666666.1036479.peg.1192	1041826.FCOL_11235	86.8	397.1	AEW87050.1	Hypothetical protein; COG0457 FOG: TPR repeat.
1158	fig|6666666.1036479.peg.1193	1041826.FCOL_11240	96.2	1387.9	AEW87051.1	Hypothetical protein; Catalyzes the removal of dipeptides from the N-terminus of oligopeptides.
1159	fig|6666666.1036479.peg.1194	1041826.FCOL_11245	96.6	6158.6	AEW87052.1	Peptidase S8/S53 subtilisin kexin sedolisin; COG1404 Subtilisin-like serine proteases.
1160	fig|6666666.1036479.peg.1196	1041826.FCOL_11255	98.1	513.1	AEW87054.1	Hypothetical protein; COG0119 Isopropylmalate/homocitrate/citramalate synthases.
1161	fig|6666666.1036479.peg.1200	1041826.FCOL_11270	97.1	459.5	AEW87057.1	Hypothetical protein.
1162	fig|6666666.1036479.peg.1201	1041826.FCOL_11275	99.0	977.6	AEW87058.1	Peptidase m28; COG2234 Predicted aminopeptidases.
1163	fig|6666666.1036479.peg.1202	1041826.FCOL_11280	92.2	818.1	AEW87059.1	Hypothetical protein.
1164	fig|6666666.1036479.peg.1203	1041826.FCOL_11285	96.1	565.5	obgE	GTPase CgtA; An essential GTPase which binds GTP, GDP and possibly (p)ppGpp with moderate affinity, with high nucleotide exchange rates and a fairly low GTP hydrolysis rate. Plays a role in control of the cell cycle, stress response, ribosome biogenesis and in those bacteria that undergo differentiation, in morphogenesis control. Belongs to the TRAFAC class OBG-HflX-like GTPase superfamily. OBG GTPase family.
1165	fig|6666666.1036479.peg.1204	1041826.FCOL_11290	93.7	748.0	AEW87061.1	COG1253 Hemolysins and related proteins containing CBS domains.
1166	fig|6666666.1036479.peg.1208	1041826.FCOL_11305	96.9	745.7	purK	Phosphoribosylaminoimidazole carboxylase; Catalyzes the ATP-dependent conversion of 5-aminoimidazole ribonucleotide (AIR) and HCO(3)(-) to N5-carboxyaminoimidazole ribonucleotide (N5-CAIR).
1167	fig|6666666.1036479.peg.1209	1041826.FCOL_11310	99.3	833.6	AEW87065.1	Hypothetical protein; COG1132 ABC-type multidrug transport system, ATPase and permease components.
1168	fig|6666666.1036479.peg.1212	1041826.FCOL_11325	92.6	1263.4	AEW87068.1	Peptidyl-dipeptidase Dcp1; COG0339 Zn-dependent oligopeptidases.
1169	fig|6666666.1036479.peg.1213	1041826.FCOL_11330	97.0	401.7	AEW87069.1	COG2949 Uncharacterized membrane protein.
1170	fig|6666666.1036479.peg.1216	1041826.FCOL_11340	92.5	468.0	AEW87071.1	Hypothetical protein.
1171	fig|6666666.1036479.peg.1219	1041826.FCOL_11355	88.9	434.9	AEW87074.1	Hypothetical protein; COG1090 Predicted nucleoside-diphosphate sugar epimerase.
1173	fig|6666666.1036479.peg.1221	1041826.FCOL_11355	89.2	370.2	AEW87074.1	Hypothetical protein; COG1090 Predicted nucleoside-diphosphate sugar epimerase.
1174	fig|6666666.1036479.peg.1223	1041826.FCOL_11365	98.8	937.2	AEW87076.1	COG0265 Trypsin-like serine proteases, typically periplasmic, contain C-terminal PDZ domain.
1175	fig|6666666.1036479.peg.1224	1041826.FCOL_11370	99.0	582.8	AEW87077.1	Hypothetical protein.
1176	fig|6666666.1036479.peg.1225	1041826.FCOL_11375	97.4	520.4	AEW87078.1	Hypothetical protein.
1177	fig|6666666.1036479.peg.1226	1041826.FCOL_11380	93.1	1531.9	AEW87079.1	Penicillin-binding protein 1C; COG4953 Membrane carboxypeptidase/penicillin-binding protein PbpC.
1178	fig|6666666.1036479.peg.1227	1041826.FCOL_11385	97.7	3563.5	AEW87080.1	Lipoprotein precursor; COG2373 Large extracellular alpha-helical protein.
1179	fig|6666666.1036479.peg.1228	1041826.FCOL_11390	98.4	1877.1	AEW87081.1	COG0403 Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain; Belongs to the GcvP family.
1180	fig|6666666.1036479.peg.1230	1041826.FCOL_11395	91.5	661.0	AEW87082.1	COG0332 3-oxoacyl-[acyl-carrier-protein] synthase III.
1181	fig|6666666.1036479.peg.1231	1041826.FCOL_11430	89.8	747.7	AEW87089.1	Penicillin-binding protein; COG1680 Beta-lactamase class C and other penicillin binding proteins.
1182	fig|6666666.1036479.peg.1232	1041826.FCOL_11435	91.3	759.6	AEW87090.1	Monofunctional lysine-ketoglutarate reductase; COG0686 Alanine dehydrogenase.
1184	fig|6666666.1036479.peg.1240	1041826.FCOL_11535	98.3	1935.2	AEW87108.1	D-lactate dehydrogenase (cytochrome); COG0277 FAD/FMN-containing dehydrogenases.
1185	fig|6666666.1036479.peg.1241	1041826.FCOL_11540	99.0	1224.2	AEW87109.1	D-isomer specific 2-hydroxyacid dehydrogenase NAD-binding protein; Catalyzes the reversible oxidation of 3-phospho-D-glycerate to 3-phosphonooxypyruvate, the first step of the phosphorylated L- serine biosynthesis pathway. Also catalyzes the reversible oxidation of 2-hydroxyglutarate to 2-oxoglutarate; Belongs to the D-isomer specific 2-hydroxyacid dehydrogenase family.
1186	fig|6666666.1036479.peg.1242	1041826.FCOL_11545	97.5	877.9	AEW87110.1	Hypothetical protein.
1187	fig|6666666.1036479.peg.1243	1041826.FCOL_11550	98.9	539.7	AEW87111.1	Hypothetical protein.
1188	fig|6666666.1036479.peg.1245	1041826.FCOL_11560	90.7	524.2	AEW87113.1	Hypothetical protein.
1189	fig|6666666.1036479.peg.1246	1041826.FCOL_11565	89.7	811.6	AEW87114.1	Polysaccharide lyase.
1190	fig|6666666.1036479.peg.1247	1041826.FCOL_11570	88.7	695.3	AEW87115.1	Hypothetical protein.
1191	fig|6666666.1036479.peg.1249	1041826.FCOL_11575	95.9	779.6	AEW87116.1	Putative translation initiation protein; COG0488 ATPase components of ABC transporters with duplicated ATPase domains.
1192	fig|6666666.1036479.peg.1251	1041826.FCOL_11585	86.0	1285.8	AEW87118.1	COG4878 Uncharacterized protein conserved in bacteria.
1193	fig|6666666.1036479.peg.1252	1041826.FCOL_11585	88.4	876.7	AEW87118.1	COG4878 Uncharacterized protein conserved in bacteria.
1194	fig|6666666.1036479.peg.1253	1041826.FCOL_11590	86.2	1052.4	AEW87119.1	Hypothetical protein.
1195	fig|6666666.1036479.peg.1255	1041826.FCOL_11600	88.1	808.5	AEW87121.1	Hypothetical protein.
1196	fig|6666666.1036479.peg.1256	1041826.FCOL_11605	93.4	935.3	AEW87122.1	COG0438 Glycosyltransferase.
1197	fig|6666666.1036479.peg.1257	1041826.FCOL_11610	86.9	633.6	AEW87123.1	FAD dependent oxidoreductase; COG0665 Glycine/D-amino acid oxidases (deaminating).
1198	fig|6666666.1036479.peg.1258	1041826.FCOL_11615	95.8	642.5	AEW87124.1	Gliding motility protein GldN.
1199	fig|6666666.1036479.peg.1259	1041826.FCOL_11620	97.4	956.1	AEW87125.1	Gliding motility protein GldM.
1200	fig|6666666.1036479.peg.1260	1041826.FCOL_11625	98.1	306.2	AEW87126.1	Hypothetical protein.
1201	fig|6666666.1036479.peg.1261	1041826.FCOL_11630	98.7	935.3	AEW87127.1	Gliding motility protein GldK.
1202	fig|6666666.1036479.peg.1262	1041826.FCOL_11635	90.8	729.6	AEW87128.1	Hypothetical protein; COG0010 Arginase/agmatinase/formimionoglutamate hydrolase, arginase family; Belongs to the arginase family.
1203	fig|6666666.1036479.peg.1263	1041826.FCOL_11640	94.6	1511.1	topA	DNA topoisomerase I; Releases the supercoiling and torsional tension of DNA, which is introduced during the DNA replication and transcription, by transiently cleaving and rejoining one strand of the DNA duplex. Introduces a single-strand break via transesterification at a target site in duplex DNA. The scissile phosphodiester is attacked by the catalytic tyrosine of the enzyme, resulting in the formation of a DNA- (5'-phosphotyrosyl)-enzyme intermediate and the expulsion of a 3'-OH DNA strand. The free DNA strand then undergoes passage around the unbroken strand, thus removing DNA supe [...] 
1204	fig|6666666.1036479.peg.1264	1041826.FCOL_11645	96.1	945.7	miaB	(dimethylallyl)adenosine tRNA methylthiotransferase; Catalyzes the methylthiolation of N6-(dimethylallyl)adenosine (i(6)A), leading to the formation of 2-methylthio-N6- (dimethylallyl)adenosine (ms(2)i(6)A) at position 37 in tRNAs that read codons beginning with uridine.
1205	fig|6666666.1036479.peg.1267	1041826.FCOL_11655	94.5	769.2	AEW87132.1	Sigma-54 dependent transcription regulator; COG2204 Response regulator containing CheY-like receiver, AAA-type ATPase, and DNA-binding domains.
1206	fig|6666666.1036479.peg.1269	1041826.FCOL_11665	60.2	392.1	AEW87134.1	Hypothetical protein.
